>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     65117 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
 498  -4  -7 -22   1   1   1
 499  -3  -7 -22   1   1   1
 500  -2  -7 -22   1   1   1
 501  -1  -7 -22   1   1   1
 502   0  -7 -22   1   1   1
 503   1  -7 -22   1   1   1
 504   2  -7 -22   1   1   1
 505   3  -7 -22   1   1   1
 506   4  -7 -22   1   1   1
 507   5  -7 -22   1   1   1
 508   6  -7 -22   1   1   1
 509   7  -7 -22   1   1   1
 510   8  -7 -22   1   1   1
 511   9  -7 -22   1   1   1
 512 -10  -6 -22   1   1   1
 513  -9  -6 -22   1   1   1
 514  -8  -6 -22   1   1   1
 515  -7  -6 -22   1   1   1
 516  -6  -6 -22   1   1   1
 517  -5  -6 -22   1   1   1
 518  -4  -6 -22   1   1   1
 519  -3  -6 -22   1   1   1
 520  -2  -6 -22   1   1   1
 521  -1  -6 -22   1   1   1
 522   0  -6 -22   1   1   1
 523   1  -6 -22   1   1   1
 524   2  -6 -22   1   1   1
 525   3  -6 -22   1   1   1
 526   4  -6 -22   1   1   1
 527   5  -6 -22   1   1   1
 528   6  -6 -22   1   1   1
 529   7  -6 -22   1   1   1
 530   8  -6 -22   1   1   1
 531   9  -6 -22   1   1   1
 532  10  -6 -22   1   1   1
 533 -10  -5 -22   1   1   1
 534  -9  -5 -22   1   1   1
 535  -8  -5 -22   1   1   1
 536  -7  -5 -22   1   1   1
 537  -6  -5 -22   1   1   1
 538  -5  -5 -22   1   1   1
 539  -4  -5 -22   1   1   1
 540  -3  -5 -22   1   1   1
 541  -2  -5 -22   1   1   1
 542  -1  -5 -22   1   1   1
 543   0  -5 -22   1   1   1
 544   1  -5 -22   1   1   1
 545   2  -5 -22   1   1   1
 546   3  -5 -22   1   1   1
 547   4  -5 -22   1   1   1
 548   5  -5 -22   1   1   1
 549   6  -5 -22   1   1   1
 550   7  -5 -22   1   1   1
 551   8  -5 -22   1   1   1
 552   9  -5 -22   1   1   1
 553  10  -5 -22   1   1   1
 554 -11  -4 -22   1   1   1
 555 -10  -4 -22   1   1   1
 556  -9  -4 -22   1   1   1
 557  -8  -4 -22   1   1   1
 558  -7  -4 -22   1   1   1
 559  -6  -4 -22   1   1   1
 560  -5  -4 -22   1   1   1
 561  -4  -4 -22   1   1   1
 562  -3  -4 -22   1   1   1
 563  -2  -4 -22   1   1   1
 564  -1  -4 -22   1   1   1
 565   0  -4 -22   1   1   1
