>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     75999 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
60232  12  20   3   1   1   1
60233 -11  21   3   1   1   1
60234 -10  21   3   1   1   1
60235  -9  21   3   1   1   1
60236  -8  21   3   1   1   1
60237  -7  21   3   1   1   1
60238  -6  21   3   1   1   1
60239  -5  21   3   1   1   1
60240  -4  21   3   1   1   1
60241  -3  21   3   1   1   1
60242  -2  21   3   1   1   1
60243  -1  21   3   1   1   1
60244   0  21   3   1   1   1
60245   1  21   3   1   1   1
60246   2  21   3   1   1   1
60247   3  21   3   1   1   1
60248   4  21   3   1   1   1
60249   5  21   3   1   1   1
60250   6  21   3   1   1   1
60251   7  21   3   1   1   1
60252   8  21   3   1   1   1
60253   9  21   3   1   1   1
60254  10  21   3   1   1   1
60255  11  21   3   1   1   1
60256 -11  22   3   1   1   1
60257 -10  22   3   1   1   1
60258  -9  22   3   1   1   1
60259  -8  22   3   1   1   1
60260  -7  22   3   1   1   1
60261  -6  22   3   1   1   1
60262  -5  22   3   1   1   1
60263  -4  22   3   1   1   1
60264  -3  22   3   1   1   1
60265  -2  22   3   1   1   1
60266  -1  22   3   1   1   1
60267   0  22   3   1   1   1
60268   1  22   3   1   1   1
60269   2  22   3   1   1   1
60270   3  22   3   1   1   1
60271   4  22   3   1   1   1
60272   5  22   3   1   1   1
60273   6  22   3   1   1   1
60274   7  22   3   1   1   1
60275   8  22   3   1   1   1
60276   9  22   3   1   1   1
60277  10  22   3   1   1   1
60278  11  22   3   1   1   1
60279 -10  23   3   1   1   1
60280  -9  23   3   1   1   1
60281  -8  23   3   1   1   1
60282  -7  23   3   1   1   1
60283  -6  23   3   1   1   1
60284  -5  23   3   1   1   1
60285  -4  23   3   1   1   1
60286  -3  23   3   1   1   1
60287  -2  23   3   1   1   1
60288  -1  23   3   1   1   1
60289   0  23   3   1   1   1
60290   1  23   3   1   1   1
60291   2  23   3   1   1   1
60292   3  23   3   1   1   1
60293   4  23   3   1   1   1
60294   5  23   3   1   1   1
60295   6  23   3   1   1   1
60296   7  23   3   1   1   1
60297   8  23   3   1   1   1
60298   9  23   3   1   1   1
60299  10  23   3   1   1   1
60300 -23   1   4   1   1   1
60301 -22   1   4   1   1   1
60302 -21   1   4   1   1   1
60303 -20   1   4   1   1   1
60304 -19   1   4   1   1   1
60305 -18   1   4   1   1   1
60306 -17   1   4   1   1   1
60307 -16   1   4   1   1   1
60308 -15   1   4   1   1   1
60309 -14   1   4   1   1   1
60310 -13   1   4   1   1   1
60311 -12   1   4   1   1   1
60312 -11   1   4   1   1   1
60313 -10   1   4   1   1   1
60314  -9   1   4   1   1   1
60315  -8   1   4   1   1   1
60316  -7   1   4   1   1   1
60317  -6   1   4   1   1   1
60318  -5   1   4   1   1   1
60319  -4   1   4   1   1   1
60320  -3   1   4   1   1   1
60321  -2   1   4   1   1   1
60322  -1   1   4   1   1   1
60323   0   1   4   1   1   1
60324   1   1   4   1   1   1
60325   2   1   4   1   1   1
60326   3   1   4   1   1   1
60327   4   1   4   1   1   1
60328   5   1   4   1   1   1
60329   6   1   4   1   1   1
60330   7   1   4   1   1   1
60331   8   1   4   1   1   1
60332   9   1   4   1   1   1
60333  10   1   4   1   1   1
60334  11   1   4   1   1   1
60335  12   1   4   1   1   1
60336  13   1   4   1   1   1
60337  14   1   4   1   1   1
60338  15   1   4   1   1   1
60339  16   1   4   1   1   1
60340  17   1   4   1   1   1
60341  18   1   4   1   1   1
60342  19   1   4   1   1   1
60343  20   1   4   1   1   1
60344  21   1   4   1   1   1
60345  22   1   4   1   1   1
60346  23   1   4   1   1   1
60347 -22   2   4   1   1   1
60348 -21   2   4   1   1   1
60349 -20   2   4   1   1   1
60350 -19   2   4   1   1   1
60351 -18   2   4   1   1   1
60352 -17   2   4   1   1   1
60353 -16   2   4   1   1   1
60354 -15   2   4   1   1   1
60355 -14   2   4   1   1   1
60356 -13   2   4   1   1   1
60357 -12   2   4   1   1   1
60358 -11   2   4   1   1   1
60359 -10   2   4   1   1   1
60360  -9   2   4   1   1   1
60361  -8   2   4   1   1   1
60362  -7   2   4   1   1   1
60363  -6   2   4   1   1   1
60364  -5   2   4   1   1   1
60365  -4   2   4   1   1   1
60366  -3   2   4   1   1   1
60367  -2   2   4   1   1   1
60368  -1   2   4   1   1   1
60369   0   2   4   1   1   1
60370   1   2   4   1   1   1
60371   2   2   4   1   1   1
60372   3   2   4   1   1   1
60373   4   2   4   1   1   1
60374   5   2   4   1   1   1
60375   6   2   4   1   1   1
60376   7   2   4   1   1   1
60377   8   2   4   1   1   1
60378   9   2   4   1   1   1
60379  10   2   4   1   1   1
60380  11   2   4   1   1   1
60381  12   2   4   1   1   1
60382  13   2   4   1   1   1
60383  14   2   4   1   1   1
60384  15   2   4   1   1   1
60385  16   2   4   1   1   1
60386  17   2   4   1   1   1
60387  18   2   4   1   1   1
60388  19   2   4   1   1   1
60389  20   2   4   1   1   1
60390  21   2   4   1   1   1
60391  22   2   4   1   1   1
60392 -22   3   4   1   1   1
60393 -21   3   4   1   1   1
60394 -20   3   4   1   1   1
60395 -19   3   4   1   1   1
60396 -18   3   4   1   1   1
60397 -17   3   4   1   1   1
60398 -16   3   4   1   1   1
60399 -15   3   4   1   1   1
60400 -14   3   4   1   1   1
60401 -13   3   4   1   1   1
60402 -12   3   4   1   1   1
60403 -11   3   4   1   1   1
60404 -10   3   4   1   1   1
60405  -9   3   4   1   1   1
60406  -8   3   4   1   1   1
60407  -7   3   4   1   1   1
60408  -6   3   4   1   1   1
60409  -5   3   4   1   1   1
60410  -4   3   4   1   1   1
60411  -3   3   4   1   1   1
60412  -2   3   4   1   1   1
60413  -1   3   4   1   1   1
60414   0   3   4   1   1   1
60415   1   3   4   1   1   1
60416   2   3   4   1   1   1
60417   3   3   4   1   1   1
60418   4   3   4   1   1   1
60419   5   3   4   1   1   1
60420   6   3   4   1   1   1
60421   7   3   4   1   1   1
60422   8   3   4   1   1   1
60423   9   3   4   1   1   1
60424  10   3   4   1   1   1
60425  11   3   4   1   1   1
60426  12   3   4   1   1   1
60427  13   3   4   1   1   1
60428  14   3   4   1   1   1
60429  15   3   4   1   1   1
60430  16   3   4   1   1   1
60431  17   3   4   1   1   1
60432  18   3   4   1   1   1
60433  19   3   4   1   1   1
60434  20   3   4   1   1   1
60435  21   3   4   1   1   1
60436  22   3   4   1   1   1
60437 -21   4   4   1   1   1
60438 -20   4   4   1   1   1
60439 -19   4   4   1   1   1
60440 -18   4   4   1   1   1
60441 -17   4   4   1   1   1
60442 -16   4   4   1   1   1
60443 -15   4   4   1   1   1
60444 -14   4   4   1   1   1
60445 -13   4   4   1   1   1
60446 -12   4   4   1   1   1
60447 -11   4   4   1   1   1
60448 -10   4   4   1   1   1
60449  -9   4   4   1   1   1
60450  -8   4   4   1   1   1
60451  -7   4   4   1   1   1
60452  -6   4   4   1   1   1
60453  -5   4   4   1   1   1
60454  -4   4   4   1   1   1
60455  -3   4   4   1   1   1
60456  -2   4   4   1   1   1
60457  -1   4   4   1   1   1
60458   0   4   4   1   1   1
60459   1   4   4   1   1   1
60460   2   4   4   1   1   1
60461   3   4   4   1   1   1
60462   4   4   4   1   1   1
60463   5   4   4   1   1   1
60464   6   4   4   1   1   1
60465   7   4   4   1   1   1
60466   8   4   4   1   1   1
60467   9   4   4   1   1   1
60468  10   4   4   1   1   1
60469  11   4   4   1   1   1
60470  12   4   4   1   1   1
60471  13   4   4   1   1   1
60472  14   4   4   1   1   1
60473  15   4   4   1   1   1
60474  16   4   4   1   1   1
60475  17   4   4   1   1   1
60476  18   4   4   1   1   1
60477  19   4   4   1   1   1
60478  20   4   4   1   1   1
60479  21   4   4   1   1   1
60480 -21   5   4   1   1   1
60481 -20   5   4   1   1   1
60482 -19   5   4   1   1   1
60483 -18   5   4   1   1   1
60484 -17   5   4   1   1   1
60485 -16   5   4   1   1   1
60486 -15   5   4   1   1   1
60487 -14   5   4   1   1   1
60488 -13   5   4   1   1   1
60489 -12   5   4   1   1   1
60490 -11   5   4   1   1   1
60491 -10   5   4   1   1   1
60492  -9   5   4   1   1   1
60493  -8   5   4   1   1   1
60494  -7   5   4   1   1   1
60495  -6   5   4   1   1   1
60496  -5   5   4   1   1   1
60497  -4   5   4   1   1   1
60498  -3   5   4   1   1   1
60499  -2   5   4   1   1   1
60500  -1   5   4   1   1   1
60501   0   5   4   1   1   1
60502   1   5   4   1   1   1
60503   2   5   4   1   1   1
60504   3   5   4   1   1   1
60505   4   5   4   1   1   1
60506   5   5   4   1   1   1
60507   6   5   4   1   1   1
60508   7   5   4   1   1   1
60509   8   5   4   1   1   1
60510   9   5   4   1   1   1
60511  10   5   4   1   1   1
60512  11   5   4   1   1   1
60513  12   5   4   1   1   1
60514  13   5   4   1   1   1
60515  14   5   4   1   1   1
60516  15   5   4   1   1   1
60517  16   5   4   1   1   1
60518  17   5   4   1   1   1
60519  18   5   4   1   1   1
60520  19   5   4   1   1   1
60521  20   5   4   1   1   1
60522  21   5   4   1   1   1
60523 -20   6   4   1   1   1
60524 -19   6   4   1   1   1
60525 -18   6   4   1   1   1
60526 -17   6   4   1   1   1
60527 -16   6   4   1   1   1
60528 -15   6   4   1   1   1
60529 -14   6   4   1   1   1
60530 -13   6   4   1   1   1
60531 -12   6   4   1   1   1
60532 -11   6   4   1   1   1
60533 -10   6   4   1   1   1
60534  -9   6   4   1   1   1
60535  -8   6   4   1   1   1
60536  -7   6   4   1   1   1
60537  -6   6   4   1   1   1
60538  -5   6   4   1   1   1
60539  -4   6   4   1   1   1
60540  -3   6   4   1   1   1
60541  -2   6   4   1   1   1
60542  -1   6   4   1   1   1
60543   0   6   4   1   1   1
60544   1   6   4   1   1   1
60545   2   6   4   1   1   1
60546   3   6   4   1   1   1
60547   4   6   4   1   1   1
60548   5   6   4   1   1   1
60549   6   6   4   1   1   1
60550   7   6   4   1   1   1
60551   8   6   4   1   1   1
60552   9   6   4   1   1   1
60553  10   6   4   1   1   1
60554  11   6   4   1   1   1
60555  12   6   4   1   1   1
60556  13   6   4   1   1   1
60557  14   6   4   1   1   1
60558  15   6   4   1   1   1
60559  16   6   4   1   1   1
60560  17   6   4   1   1   1
60561  18   6   4   1   1   1
60562  19   6   4   1   1   1
60563  20   6   4   1   1   1
60564 -19   7   4   1   1   1
60565 -18   7   4   1   1   1
60566 -17   7   4   1   1   1
60567 -16   7   4   1   1   1
60568 -15   7   4   1   1   1
60569 -14   7   4   1   1   1
60570 -13   7   4   1   1   1
60571 -12   7   4   1   1   1
60572 -11   7   4   1   1   1
60573 -10   7   4   1   1   1
60574  -9   7   4   1   1   1
60575  -8   7   4   1   1   1
60576  -7   7   4   1   1   1
60577  -6   7   4   1   1   1
60578  -5   7   4   1   1   1
60579  -4   7   4   1   1   1
60580  -3   7   4   1   1   1
60581  -2   7   4   1   1   1
60582  -1   7   4   1   1   1
60583   0   7   4   1   1   1
60584   1   7   4   1   1   1
60585   2   7   4   1   1   1
60586   3   7   4   1   1   1
60587   4   7   4   1   1   1
60588   5   7   4   1   1   1
60589   6   7   4   1   1   1
60590   7   7   4   1   1   1
60591   8   7   4   1   1   1
60592   9   7   4   1   1   1
60593  10   7   4   1   1   1
60594  11   7   4   1   1   1
60595  12   7   4   1   1   1
60596  13   7   4   1   1   1
60597  14   7   4   1   1   1
60598  15   7   4   1   1   1
60599  16   7   4   1   1   1
60600  17   7   4   1   1   1
60601  18   7   4   1   1   1
60602  19   7   4   1   1   1
60603 -19   8   4   1   1   1
60604 -18   8   4   1   1   1
60605 -17   8   4   1   1   1
60606 -16   8   4   1   1   1
60607 -15   8   4   1   1   1
60608 -14   8   4   1   1   1
60609 -13   8   4   1   1   1
60610 -12   8   4   1   1   1
60611 -11   8   4   1   1   1
60612 -10   8   4   1   1   1
60613  -9   8   4   1   1   1
60614  -8   8   4   1   1   1
60615  -7   8   4   1   1   1
60616  -6   8   4   1   1   1
60617  -5   8   4   1   1   1
60618  -4   8   4   1   1   1
60619  -3   8   4   1   1   1
60620  -2   8   4   1   1   1
60621  -1   8   4   1   1   1
60622   0   8   4   1   1   1
60623   1   8   4   1   1   1
60624   2   8   4   1   1   1
60625   3   8   4   1   1   1
60626   4   8   4   1   1   1
60627   5   8   4   1   1   1
60628   6   8   4   1   1   1
60629   7   8   4   1   1   1
60630   8   8   4   1   1   1
60631   9   8   4   1   1   1
60632  10   8   4   1   1   1
60633  11   8   4   1   1   1
60634  12   8   4   1   1   1
60635  13   8   4   1   1   1
60636  14   8   4   1   1   1
60637  15   8   4   1   1   1
60638  16   8   4   1   1   1
60639  17   8   4   1   1   1
60640  18   8   4   1   1   1
60641  19   8   4   1   1   1
60642 -18   9   4   1   1   1
60643 -17   9   4   1   1   1
60644 -16   9   4   1   1   1
60645 -15   9   4   1   1   1
60646 -14   9   4   1   1   1
60647 -13   9   4   1   1   1
60648 -12   9   4   1   1   1
60649 -11   9   4   1   1   1
60650 -10   9   4   1   1   1
60651  -9   9   4   1   1   1
60652  -8   9   4   1   1   1
60653  -7   9   4   1   1   1
60654  -6   9   4   1   1   1
60655  -5   9   4   1   1   1
60656  -4   9   4   1   1   1
60657  -3   9   4   1   1   1
60658  -2   9   4   1   1   1
60659  -1   9   4   1   1   1
60660   0   9   4   1   1   1
60661   1   9   4   1   1   1
60662   2   9   4   1   1   1
60663   3   9   4   1   1   1
60664   4   9   4   1   1   1
60665   5   9   4   1   1   1
60666   6   9   4   1   1   1
60667   7   9   4   1   1   1
60668   8   9   4   1   1   1
60669   9   9   4   1   1   1
60670  10   9   4   1   1   1
60671  11   9   4   1   1   1
60672  12   9   4   1   1   1
60673  13   9   4   1   1   1
60674  14   9   4   1   1   1
60675  15   9   4   1   1   1
60676  16   9   4   1   1   1
60677  17   9   4   1   1   1
60678  18   9   4   1   1   1
60679 -18  10   4   1   1   1
60680 -17  10   4   1   1   1
60681 -16  10   4   1   1   1
60682 -15  10   4   1   1   1
60683 -14  10   4   1   1   1
60684 -13  10   4   1   1   1
60685 -12  10   4   1   1   1
60686 -11  10   4   1   1   1
60687 -10  10   4   1   1   1
60688  -9  10   4   1   1   1
60689  -8  10   4   1   1   1
60690  -7  10   4   1   1   1
60691  -6  10   4   1   1   1
60692  -5  10   4   1   1   1
60693  -4  10   4   1   1   1
60694  -3  10   4   1   1   1
60695  -2  10   4   1   1   1
60696  -1  10   4   1   1   1
60697   0  10   4   1   1   1
60698   1  10   4   1   1   1
60699   2  10   4   1   1   1
60700   3  10   4   1   1   1
60701   4  10   4   1   1   1
60702   5  10   4   1   1   1
60703   6  10   4   1   1   1
60704   7  10   4   1   1   1
60705   8  10   4   1   1   1
60706   9  10   4   1   1   1
60707  10  10   4   1   1   1
60708  11  10   4   1   1   1
60709  12  10   4   1   1   1
60710  13  10   4   1   1   1
60711  14  10   4   1   1   1
60712  15  10   4   1   1   1
60713  16  10   4   1   1   1
60714  17  10   4   1   1   1
60715  18  10   4   1   1   1
60716 -17  11   4   1   1   1
60717 -16  11   4   1   1   1
60718 -15  11   4   1   1   1
60719 -14  11   4   1   1   1
60720 -13  11   4   1   1   1
60721 -12  11   4   1   1   1
60722 -11  11   4   1   1   1
60723 -10  11   4   1   1   1
60724  -9  11   4   1   1   1
60725  -8  11   4   1   1   1
60726  -7  11   4   1   1   1
60727  -6  11   4   1   1   1
60728  -5  11   4   1   1   1
60729  -4  11   4   1   1   1
60730  -3  11   4   1   1   1
60731  -2  11   4   1   1   1
60732  -1  11   4   1   1   1
60733   0  11   4   1   1   1
60734   1  11   4   1   1   1
60735   2  11   4   1   1   1
60736   3  11   4   1   1   1
60737   4  11   4   1   1   1
60738   5  11   4   1   1   1
60739   6  11   4   1   1   1
60740   7  11   4   1   1   1
60741   8  11   4   1   1   1
60742   9  11   4   1   1   1
60743  10  11   4   1   1   1
60744  11  11   4   1   1   1
60745  12  11   4   1   1   1
60746  13  11   4   1   1   1
60747  14  11   4   1   1   1
60748  15  11   4   1   1   1
60749  16  11   4   1   1   1
60750  17  11   4   1   1   1
60751 -17  12   4   1   1   1
60752 -16  12   4   1   1   1
60753 -15  12   4   1   1   1
60754 -14  12   4   1   1   1
60755 -13  12   4   1   1   1
60756 -12  12   4   1   1   1
60757 -11  12   4   1   1   1
60758 -10  12   4   1   1   1
60759  -9  12   4   1   1   1
60760  -8  12   4   1   1   1
60761  -7  12   4   1   1   1
60762  -6  12   4   1   1   1
60763  -5  12   4   1   1   1
60764  -4  12   4   1   1   1
60765  -3  12   4   1   1   1
60766  -2  12   4   1   1   1
60767  -1  12   4   1   1   1
60768   0  12   4   1   1   1
60769   1  12   4   1   1   1
60770   2  12   4   1   1   1
60771   3  12   4   1   1   1
60772   4  12   4   1   1   1
60773   5  12   4   1   1   1
60774   6  12   4   1   1   1
60775   7  12   4   1   1   1
60776   8  12   4   1   1   1
60777   9  12   4   1   1   1
60778  10  12   4   1   1   1
60779  11  12   4   1   1   1
60780  12  12   4   1   1   1
60781  13  12   4   1   1   1
60782  14  12   4   1   1   1
60783  15  12   4   1   1   1
60784  16  12   4   1   1   1
60785  17  12   4   1   1   1
60786 -16  13   4   1   1   1
60787 -15  13   4   1   1   1
60788 -14  13   4   1   1   1
60789 -13  13   4   1   1   1
60790 -12  13   4   1   1   1
60791 -11  13   4   1   1   1
60792 -10  13   4   1   1   1
60793  -9  13   4   1   1   1
60794  -8  13   4   1   1   1
60795  -7  13   4   1   1   1
60796  -6  13   4   1   1   1
60797  -5  13   4   1   1   1
60798  -4  13   4   1   1   1
60799  -3  13   4   1   1   1
60800  -2  13   4   1   1   1
60801  -1  13   4   1   1   1
60802   0  13   4   1   1   1
60803   1  13   4   1   1   1
60804   2  13   4   1   1   1
60805   3  13   4   1   1   1
60806   4  13   4   1   1   1
60807   5  13   4   1   1   1
60808   6  13   4   1   1   1
60809   7  13   4   1   1   1
60810   8  13   4   1   1   1
60811   9  13   4   1   1   1
60812  10  13   4   1   1   1
60813  11  13   4   1   1   1
60814  12  13   4   1   1   1
60815  13  13   4   1   1   1
60816  14  13   4   1   1   1
60817  15  13   4   1   1   1
60818  16  13   4   1   1   1
60819 -15  14   4   1   1   1
60820 -14  14   4   1   1   1
60821 -13  14   4   1   1   1
60822 -12  14   4   1   1   1
60823 -11  14   4   1   1   1
60824 -10  14   4   1   1   1
60825  -9  14   4   1   1   1
60826  -8  14   4   1   1   1
60827  -7  14   4   1   1   1
60828  -6  14   4   1   1   1
60829  -5  14   4   1   1   1
60830  -4  14   4   1   1   1
60831  -3  14   4   1   1   1
60832  -2  14   4   1   1   1
60833  -1  14   4   1   1   1
60834   0  14   4   1   1   1
60835   1  14   4   1   1   1
60836   2  14   4   1   1   1
60837   3  14   4   1   1   1
60838   4  14   4   1   1   1
60839   5  14   4   1   1   1
60840   6  14   4   1   1   1
60841   7  14   4   1   1   1
60842   8  14   4   1   1   1
60843   9  14   4   1   1   1
60844  10  14   4   1   1   1
60845  11  14   4   1   1   1
60846  12  14   4   1   1   1
60847  13  14   4   1   1   1
60848  14  14   4   1   1   1
60849  15  14   4   1   1   1
60850 -15  15   4   1   1   1
60851 -14  15   4   1   1   1
60852 -13  15   4   1   1   1
60853 -12  15   4   1   1   1
60854 -11  15   4   1   1   1
60855 -10  15   4   1   1   1
60856  -9  15   4   1   1   1
60857  -8  15   4   1   1   1
60858  -7  15   4   1   1   1
60859  -6  15   4   1   1   1
60860  -5  15   4   1   1   1
60861  -4  15   4   1   1   1
60862  -3  15   4   1   1   1
60863  -2  15   4   1   1   1
60864  -1  15   4   1   1   1
60865   0  15   4   1   1   1
60866   1  15   4   1   1   1
60867   2  15   4   1   1   1
60868   3  15   4   1   1   1
60869   4  15   4   1   1   1
60870   5  15   4   1   1   1
60871   6  15   4   1   1   1
60872   7  15   4   1   1   1
60873   8  15   4   1   1   1
60874   9  15   4   1   1   1
60875  10  15   4   1   1   1
60876  11  15   4   1   1   1
60877  12  15   4   1   1   1
60878  13  15   4   1   1   1
60879  14  15   4   1   1   1
60880  15  15   4   1   1   1
60881 -14  16   4   1   1   1
60882 -13  16   4   1   1   1
60883 -12  16   4   1   1   1
60884 -11  16   4   1   1   1
60885 -10  16   4   1   1   1
60886  -9  16   4   1   1   1
60887  -8  16   4   1   1   1
60888  -7  16   4   1   1   1
60889  -6  16   4   1   1   1
60890  -5  16   4   1   1   1
60891  -4  16   4   1   1   1
60892  -3  16   4   1   1   1
60893  -2  16   4   1   1   1
60894  -1  16   4   1   1   1
60895   0  16   4   1   1   1
60896   1  16   4   1   1   1
60897   2  16   4   1   1   1
60898   3  16   4   1   1   1
60899   4  16   4   1   1   1
60900   5  16   4   1   1   1
60901   6  16   4   1   1   1
60902   7  16   4   1   1   1
60903   8  16   4   1   1   1
60904   9  16   4   1   1   1
60905  10  16   4   1   1   1
60906  11  16   4   1   1   1
60907  12  16   4   1   1   1
60908  13  16   4   1   1   1
60909  14  16   4   1   1   1
60910 -14  17   4   1   1   1
60911 -13  17   4   1   1   1
60912 -12  17   4   1   1   1
60913 -11  17   4   1   1   1
60914 -10  17   4   1   1   1
60915  -9  17   4   1   1   1
60916  -8  17   4   1   1   1
60917  -7  17   4   1   1   1
60918  -6  17   4   1   1   1
60919  -5  17   4   1   1   1
60920  -4  17   4   1   1   1
60921  -3  17   4   1   1   1
60922  -2  17   4   1   1   1
60923  -1  17   4   1   1   1
60924   0  17   4   1   1   1
60925   1  17   4   1   1   1
60926   2  17   4   1   1   1
60927   3  17   4   1   1   1
60928   4  17   4   1   1   1
60929   5  17   4   1   1   1
60930   6  17   4   1   1   1
60931   7  17   4   1   1   1
60932   8  17   4   1   1   1
60933   9  17   4   1   1   1
60934  10  17   4   1   1   1
60935  11  17   4   1   1   1
60936  12  17   4   1   1   1
60937  13  17   4   1   1   1
60938  14  17   4   1   1   1
60939 -13  18   4   1   1   1
60940 -12  18   4   1   1   1
60941 -11  18   4   1   1   1
60942 -10  18   4   1   1   1
60943  -9  18   4   1   1   1
60944  -8  18   4   1   1   1
60945  -7  18   4   1   1   1
60946  -6  18   4   1   1   1
60947  -5  18   4   1   1   1
60948  -4  18   4   1   1   1
60949  -3  18   4   1   1   1
60950  -2  18   4   1   1   1
60951  -1  18   4   1   1   1
60952   0  18   4   1   1   1
60953   1  18   4   1   1   1
60954   2  18   4   1   1   1
60955   3  18   4   1   1   1
60956   4  18   4   1   1   1
60957   5  18   4   1   1   1
60958   6  18   4   1   1   1
60959   7  18   4   1   1   1
60960   8  18   4   1   1   1
60961   9  18   4   1   1   1
60962  10  18   4   1   1   1
60963  11  18   4   1   1   1
60964  12  18   4   1   1   1
60965  13  18   4   1   1   1
60966 -13  19   4   1   1   1
60967 -12  19   4   1   1   1
60968 -11  19   4   1   1   1
60969 -10  19   4   1   1   1
60970  -9  19   4   1   1   1
60971  -8  19   4   1   1   1
60972  -7  19   4   1   1   1
60973  -6  19   4   1   1   1
60974  -5  19   4   1   1   1
60975  -4  19   4   1   1   1
60976  -3  19   4   1   1   1
60977  -2  19   4   1   1   1
60978  -1  19   4   1   1   1
60979   0  19   4   1   1   1
60980   1  19   4   1   1   1
60981   2  19   4   1   1   1
60982   3  19   4   1   1   1
60983   4  19   4   1   1   1
60984   5  19   4   1   1   1
60985   6  19   4   1   1   1
60986   7  19   4   1   1   1
60987   8  19   4   1   1   1
60988   9  19   4   1   1   1
60989  10  19   4   1   1   1
60990  11  19   4   1   1   1
60991  12  19   4   1   1   1
60992  13  19   4   1   1   1
60993 -12  20   4   1   1   1
60994 -11  20   4   1   1   1
60995 -10  20   4   1   1   1
60996  -9  20   4   1   1   1
60997  -8  20   4   1   1   1
60998  -7  20   4   1   1   1
60999  -6  20   4   1   1   1
61000  -5  20   4   1   1   1
61001  -4  20   4   1   1   1
61002  -3  20   4   1   1   1
61003  -2  20   4   1   1   1
61004  -1  20   4   1   1   1
61005   0  20   4   1   1   1
61006   1  20   4   1   1   1
61007   2  20   4   1   1   1
61008   3  20   4   1   1   1
61009   4  20   4   1   1   1
61010   5  20   4   1   1   1
61011   6  20   4   1   1   1
61012   7  20   4   1   1   1
61013   8  20   4   1   1   1
61014   9  20   4   1   1   1
61015  10  20   4   1   1   1
61016  11  20   4   1   1   1
61017  12  20   4   1   1   1
61018 -11  21   4   1   1   1
61019 -10  21   4   1   1   1
61020  -9  21   4   1   1   1
61021  -8  21   4   1   1   1
61022  -7  21   4   1   1   1
61023  -6  21   4   1   1   1
61024  -5  21   4   1   1   1
61025  -4  21   4   1   1   1
61026  -3  21   4   1   1   1
61027  -2  21   4   1   1   1
61028  -1  21   4   1   1   1
61029   0  21   4   1   1   1
61030   1  21   4   1   1   1
61031   2  21   4   1   1   1
61032   3  21   4   1   1   1
61033   4  21   4   1   1   1
61034   5  21   4   1   1   1
61035   6  21   4   1   1   1
61036   7  21   4   1   1   1
61037   8  21   4   1   1   1
61038   9  21   4   1   1   1
61039  10  21   4   1   1   1
61040  11  21   4   1   1   1
61041 -11  22   4   1   1   1
61042 -10  22   4   1   1   1
61043  -9  22   4   1   1   1
61044  -8  22   4   1   1   1
61045  -7  22   4   1   1   1
61046  -6  22   4   1   1   1
61047  -5  22   4   1   1   1
61048  -4  22   4   1   1   1
61049  -3  22   4   1   1   1
61050  -2  22   4   1   1   1
61051  -1  22   4   1   1   1
61052   0  22   4   1   1   1
61053   1  22   4   1   1   1
61054   2  22   4   1   1   1
61055   3  22   4   1   1   1
61056   4  22   4   1   1   1
61057   5  22   4   1   1   1
61058   6  22   4   1   1   1
61059   7  22   4   1   1   1
61060   8  22   4   1   1   1
61061   9  22   4   1   1   1
61062  10  22   4   1   1   1
61063  11  22   4   1   1   1
61064 -10  23   4   1   1   1
61065  -9  23   4   1   1   1
61066  -8  23   4   1   1   1
61067  -7  23   4   1   1   1
61068  -6  23   4   1   1   1
61069  -5  23   4   1   1   1
61070  -4  23   4   1   1   1
61071  -3  23   4   1   1   1
61072  -2  23   4   1   1   1
61073  -1  23   4   1   1   1
61074   0  23   4   1   1   1
61075   1  23   4   1   1   1
61076   2  23   4   1   1   1
61077   3  23   4   1   1   1
61078   4  23   4   1   1   1
61079   5  23   4   1   1   1
61080   6  23   4   1   1   1
61081   7  23   4   1   1   1
61082   8  23   4   1   1   1
61083   9  23   4   1   1   1
61084  10  23   4   1   1   1
61085 -23   1   5   1   1   1
61086 -22   1   5   1   1   1
61087 -21   1   5   1   1   1
61088 -20   1   5   1   1   1
61089 -19   1   5   1   1   1
61090 -18   1   5   1   1   1
61091 -17   1   5   1   1   1
61092 -16   1   5   1   1   1
61093 -15   1   5   1   1   1
61094 -14   1   5   1   1   1
61095 -13   1   5   1   1   1
61096 -12   1   5   1   1   1
61097 -11   1   5   1   1   1
61098 -10   1   5   1   1   1
61099  -9   1   5   1   1   1
61100  -8   1   5   1   1   1
61101  -7   1   5   1   1   1
61102  -6   1   5   1   1   1
61103  -5   1   5   1   1   1
61104  -4   1   5   1   1   1
61105  -3   1   5   1   1   1
61106  -2   1   5   1   1   1
61107  -1   1   5   1   1   1
61108   0   1   5   1   1   1
61109   1   1   5   1   1   1
61110   2   1   5   1   1   1
61111   3   1   5   1   1   1
61112   4   1   5   1   1   1
61113   5   1   5   1   1   1
61114   6   1   5   1   1   1
61115   7   1   5   1   1   1
61116   8   1   5   1   1   1
61117   9   1   5   1   1   1
61118  10   1   5   1   1   1
61119  11   1   5   1   1   1
61120  12   1   5   1   1   1
