>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     75999 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
10952   3 -18 -10   1   1   1
10953   4 -18 -10   1   1   1
10954   5 -18 -10   1   1   1
10955   6 -18 -10   1   1   1
10956   7 -18 -10   1   1   1
10957   8 -18 -10   1   1   1
10958   9 -18 -10   1   1   1
10959  10 -18 -10   1   1   1
10960  11 -18 -10   1   1   1
10961  12 -18 -10   1   1   1
10962  13 -18 -10   1   1   1
10963 -14 -17 -10   1   1   1
10964 -13 -17 -10   1   1   1
10965 -12 -17 -10   1   1   1
10966 -11 -17 -10   1   1   1
10967 -10 -17 -10   1   1   1
10968  -9 -17 -10   1   1   1
10969  -8 -17 -10   1   1   1
10970  -7 -17 -10   1   1   1
10971  -6 -17 -10   1   1   1
10972  -5 -17 -10   1   1   1
10973  -4 -17 -10   1   1   1
10974  -3 -17 -10   1   1   1
10975  -2 -17 -10   1   1   1
10976  -1 -17 -10   1   1   1
10977   0 -17 -10   1   1   1
10978   1 -17 -10   1   1   1
10979   2 -17 -10   1   1   1
10980   3 -17 -10   1   1   1
10981   4 -17 -10   1   1   1
10982   5 -17 -10   1   1   1
10983   6 -17 -10   1   1   1
10984   7 -17 -10   1   1   1
10985   8 -17 -10   1   1   1
10986   9 -17 -10   1   1   1
10987  10 -17 -10   1   1   1
10988  11 -17 -10   1   1   1
10989  12 -17 -10   1   1   1
10990  13 -17 -10   1   1   1
10991  14 -17 -10   1   1   1
10992 -14 -16 -10   1   1   1
10993 -13 -16 -10   1   1   1
10994 -12 -16 -10   1   1   1
10995 -11 -16 -10   1   1   1
10996 -10 -16 -10   1   1   1
10997  -9 -16 -10   1   1   1
10998  -8 -16 -10   1   1   1
10999  -7 -16 -10   1   1   1
11000  -6 -16 -10   1   1   1
11001  -5 -16 -10   1   1   1
11002  -4 -16 -10   1   1   1
11003  -3 -16 -10   1   1   1
11004  -2 -16 -10   1   1   1
11005  -1 -16 -10   1   1   1
11006   0 -16 -10   1   1   1
11007   1 -16 -10   1   1   1
11008   2 -16 -10   1   1   1
11009   3 -16 -10   1   1   1
11010   4 -16 -10   1   1   1
11011   5 -16 -10   1   1   1
11012   6 -16 -10   1   1   1
11013   7 -16 -10   1   1   1
11014   8 -16 -10   1   1   1
11015   9 -16 -10   1   1   1
11016  10 -16 -10   1   1   1
11017  11 -16 -10   1   1   1
11018  12 -16 -10   1   1   1
11019  13 -16 -10   1   1   1
11020  14 -16 -10   1   1   1
11021 -15 -15 -10   1   1   1
11022 -14 -15 -10   1   1   1
11023 -13 -15 -10   1   1   1
11024 -12 -15 -10   1   1   1
11025 -11 -15 -10   1   1   1
11026 -10 -15 -10   1   1   1
11027  -9 -15 -10   1   1   1
11028  -8 -15 -10   1   1   1
11029  -7 -15 -10   1   1   1
11030  -6 -15 -10   1   1   1
11031  -5 -15 -10   1   1   1
11032  -4 -15 -10   1   1   1
11033  -3 -15 -10   1   1   1
11034  -2 -15 -10   1   1   1
11035  -1 -15 -10   1   1   1
11036   0 -15 -10   1   1   1
11037   1 -15 -10   1   1   1
11038   2 -15 -10   1   1   1
11039   3 -15 -10   1   1   1
11040   4 -15 -10   1   1   1
11041   5 -15 -10   1   1   1
11042   6 -15 -10   1   1   1
11043   7 -15 -10   1   1   1
11044   8 -15 -10   1   1   1
11045   9 -15 -10   1   1   1
11046  10 -15 -10   1   1   1
11047  11 -15 -10   1   1   1
11048  12 -15 -10   1   1   1
11049  13 -15 -10   1   1   1
11050  14 -15 -10   1   1   1
11051  15 -15 -10   1   1   1
11052 -15 -14 -10   1   1   1
11053 -14 -14 -10   1   1   1
11054 -13 -14 -10   1   1   1
11055 -12 -14 -10   1   1   1
11056 -11 -14 -10   1   1   1
11057 -10 -14 -10   1   1   1
11058  -9 -14 -10   1   1   1
11059  -8 -14 -10   1   1   1
11060  -7 -14 -10   1   1   1
11061  -6 -14 -10   1   1   1
11062  -5 -14 -10   1   1   1
11063  -4 -14 -10   1   1   1
11064  -3 -14 -10   1   1   1
11065  -2 -14 -10   1   1   1
11066  -1 -14 -10   1   1   1
11067   0 -14 -10   1   1   1
11068   1 -14 -10   1   1   1
11069   2 -14 -10   1   1   1
11070   3 -14 -10   1   1   1
11071   4 -14 -10   1   1   1
11072   5 -14 -10   1   1   1
11073   6 -14 -10   1   1   1
11074   7 -14 -10   1   1   1
11075   8 -14 -10   1   1   1
11076   9 -14 -10   1   1   1
11077  10 -14 -10   1   1   1
11078  11 -14 -10   1   1   1
11079  12 -14 -10   1   1   1
11080  13 -14 -10   1   1   1
11081  14 -14 -10   1   1   1
11082  15 -14 -10   1   1   1
11083 -16 -13 -10   1   1   1
11084 -15 -13 -10   1   1   1
11085 -14 -13 -10   1   1   1
11086 -13 -13 -10   1   1   1
11087 -12 -13 -10   1   1   1
11088 -11 -13 -10   1   1   1
11089 -10 -13 -10   1   1   1
11090  -9 -13 -10   1   1   1
11091  -8 -13 -10   1   1   1
11092  -7 -13 -10   1   1   1
11093  -6 -13 -10   1   1   1
11094  -5 -13 -10   1   1   1
11095  -4 -13 -10   1   1   1
11096  -3 -13 -10   1   1   1
11097  -2 -13 -10   1   1   1
11098  -1 -13 -10   1   1   1
11099   0 -13 -10   1   1   1
11100   1 -13 -10   1   1   1
11101   2 -13 -10   1   1   1
11102   3 -13 -10   1   1   1
11103   4 -13 -10   1   1   1
11104   5 -13 -10   1   1   1
11105   6 -13 -10   1   1   1
11106   7 -13 -10   1   1   1
11107   8 -13 -10   1   1   1
11108   9 -13 -10   1   1   1
11109  10 -13 -10   1   1   1
11110  11 -13 -10   1   1   1
11111  12 -13 -10   1   1   1
11112  13 -13 -10   1   1   1
11113  14 -13 -10   1   1   1
11114  15 -13 -10   1   1   1
11115  16 -13 -10   1   1   1
11116 -17 -12 -10   1   1   1
11117 -16 -12 -10   1   1   1
11118 -15 -12 -10   1   1   1
11119 -14 -12 -10   1   1   1
11120 -13 -12 -10   1   1   1
11121 -12 -12 -10   1   1   1
11122 -11 -12 -10   1   1   1
11123 -10 -12 -10   1   1   1
11124  -9 -12 -10   1   1   1
11125  -8 -12 -10   1   1   1
11126  -7 -12 -10   1   1   1
11127  -6 -12 -10   1   1   1
11128  -5 -12 -10   1   1   1
11129  -4 -12 -10   1   1   1
11130  -3 -12 -10   1   1   1
11131  -2 -12 -10   1   1   1
11132  -1 -12 -10   1   1   1
11133   0 -12 -10   1   1   1
11134   1 -12 -10   1   1   1
11135   2 -12 -10   1   1   1
11136   3 -12 -10   1   1   1
11137   4 -12 -10   1   1   1
11138   5 -12 -10   1   1   1
11139   6 -12 -10   1   1   1
11140   7 -12 -10   1   1   1
11141   8 -12 -10   1   1   1
11142   9 -12 -10   1   1   1
11143  10 -12 -10   1   1   1
11144  11 -12 -10   1   1   1
11145  12 -12 -10   1   1   1
11146  13 -12 -10   1   1   1
11147  14 -12 -10   1   1   1
11148  15 -12 -10   1   1   1
11149  16 -12 -10   1   1   1
11150  17 -12 -10   1   1   1
11151 -17 -11 -10   1   1   1
11152 -16 -11 -10   1   1   1
11153 -15 -11 -10   1   1   1
11154 -14 -11 -10   1   1   1
11155 -13 -11 -10   1   1   1
11156 -12 -11 -10   1   1   1
11157 -11 -11 -10   1   1   1
11158 -10 -11 -10   1   1   1
11159  -9 -11 -10   1   1   1
11160  -8 -11 -10   1   1   1
11161  -7 -11 -10   1   1   1
11162  -6 -11 -10   1   1   1
11163  -5 -11 -10   1   1   1
11164  -4 -11 -10   1   1   1
11165  -3 -11 -10   1   1   1
11166  -2 -11 -10   1   1   1
11167  -1 -11 -10   1   1   1
11168   0 -11 -10   1   1   1
11169   1 -11 -10   1   1   1
11170   2 -11 -10   1   1   1
11171   3 -11 -10   1   1   1
11172   4 -11 -10   1   1   1
11173   5 -11 -10   1   1   1
11174   6 -11 -10   1   1   1
11175   7 -11 -10   1   1   1
11176   8 -11 -10   1   1   1
11177   9 -11 -10   1   1   1
11178  10 -11 -10   1   1   1
11179  11 -11 -10   1   1   1
11180  12 -11 -10   1   1   1
11181  13 -11 -10   1   1   1
11182  14 -11 -10   1   1   1
11183  15 -11 -10   1   1   1
11184  16 -11 -10   1   1   1
11185  17 -11 -10   1   1   1
11186 -18 -10 -10   1   1   1
11187 -17 -10 -10   1   1   1
11188 -16 -10 -10   1   1   1
11189 -15 -10 -10   1   1   1
11190 -14 -10 -10   1   1   1
11191 -13 -10 -10   1   1   1
11192 -12 -10 -10   1   1   1
11193 -11 -10 -10   1   1   1
11194 -10 -10 -10   1   1   1
11195  -9 -10 -10   1   1   1
11196  -8 -10 -10   1   1   1
11197  -7 -10 -10   1   1   1
11198  -6 -10 -10   1   1   1
11199  -5 -10 -10   1   1   1
11200  -4 -10 -10   1   1   1
11201  -3 -10 -10   1   1   1
11202  -2 -10 -10   1   1   1
11203  -1 -10 -10   1   1   1
11204   0 -10 -10   1   1   1
11205   1 -10 -10   1   1   1
11206   2 -10 -10   1   1   1
11207   3 -10 -10   1   1   1
11208   4 -10 -10   1   1   1
11209   5 -10 -10   1   1   1
11210   6 -10 -10   1   1   1
11211   7 -10 -10   1   1   1
11212   8 -10 -10   1   1   1
11213   9 -10 -10   1   1   1
11214  10 -10 -10   1   1   1
11215  11 -10 -10   1   1   1
11216  12 -10 -10   1   1   1
11217  13 -10 -10   1   1   1
11218  14 -10 -10   1   1   1
11219  15 -10 -10   1   1   1
11220  16 -10 -10   1   1   1
11221  17 -10 -10   1   1   1
11222  18 -10 -10   1   1   1
11223 -18  -9 -10   1   1   1
11224 -17  -9 -10   1   1   1
11225 -16  -9 -10   1   1   1
11226 -15  -9 -10   1   1   1
11227 -14  -9 -10   1   1   1
11228 -13  -9 -10   1   1   1
11229 -12  -9 -10   1   1   1
11230 -11  -9 -10   1   1   1
11231 -10  -9 -10   1   1   1
11232  -9  -9 -10   1   1   1
11233  -8  -9 -10   1   1   1
11234  -7  -9 -10   1   1   1
11235  -6  -9 -10   1   1   1
11236  -5  -9 -10   1   1   1
11237  -4  -9 -10   1   1   1
11238  -3  -9 -10   1   1   1
11239  -2  -9 -10   1   1   1
11240  -1  -9 -10   1   1   1
11241   0  -9 -10   1   1   1
11242   1  -9 -10   1   1   1
11243   2  -9 -10   1   1   1
11244   3  -9 -10   1   1   1
11245   4  -9 -10   1   1   1
11246   5  -9 -10   1   1   1
11247   6  -9 -10   1   1   1
11248   7  -9 -10   1   1   1
11249   8  -9 -10   1   1   1
11250   9  -9 -10   1   1   1
11251  10  -9 -10   1   1   1
11252  11  -9 -10   1   1   1
11253  12  -9 -10   1   1   1
11254  13  -9 -10   1   1   1
11255  14  -9 -10   1   1   1
11256  15  -9 -10   1   1   1
11257  16  -9 -10   1   1   1
11258  17  -9 -10   1   1   1
11259  18  -9 -10   1   1   1
11260 -19  -8 -10   1   1   1
11261 -18  -8 -10   1   1   1
11262 -17  -8 -10   1   1   1
11263 -16  -8 -10   1   1   1
11264 -15  -8 -10   1   1   1
11265 -14  -8 -10   1   1   1
11266 -13  -8 -10   1   1   1
11267 -12  -8 -10   1   1   1
11268 -11  -8 -10   1   1   1
11269 -10  -8 -10   1   1   1
11270  -9  -8 -10   1   1   1
11271  -8  -8 -10   1   1   1
11272  -7  -8 -10   1   1   1
11273  -6  -8 -10   1   1   1
11274  -5  -8 -10   1   1   1
11275  -4  -8 -10   1   1   1
11276  -3  -8 -10   1   1   1
11277  -2  -8 -10   1   1   1
11278  -1  -8 -10   1   1   1
11279   0  -8 -10   1   1   1
11280   1  -8 -10   1   1   1
11281   2  -8 -10   1   1   1
11282   3  -8 -10   1   1   1
11283   4  -8 -10   1   1   1
11284   5  -8 -10   1   1   1
11285   6  -8 -10   1   1   1
11286   7  -8 -10   1   1   1
11287   8  -8 -10   1   1   1
11288   9  -8 -10   1   1   1
11289  10  -8 -10   1   1   1
11290  11  -8 -10   1   1   1
11291  12  -8 -10   1   1   1
11292  13  -8 -10   1   1   1
11293  14  -8 -10   1   1   1
11294  15  -8 -10   1   1   1
11295  16  -8 -10   1   1   1
11296  17  -8 -10   1   1   1
11297  18  -8 -10   1   1   1
11298  19  -8 -10   1   1   1
11299 -19  -7 -10   1   1   1
11300 -18  -7 -10   1   1   1
11301 -17  -7 -10   1   1   1
11302 -16  -7 -10   1   1   1
11303 -15  -7 -10   1   1   1
11304 -14  -7 -10   1   1   1
11305 -13  -7 -10   1   1   1
11306 -12  -7 -10   1   1   1
11307 -11  -7 -10   1   1   1
11308 -10  -7 -10   1   1   1
11309  -9  -7 -10   1   1   1
11310  -8  -7 -10   1   1   1
11311  -7  -7 -10   1   1   1
11312  -6  -7 -10   1   1   1
11313  -5  -7 -10   1   1   1
11314  -4  -7 -10   1   1   1
11315  -3  -7 -10   1   1   1
11316  -2  -7 -10   1   1   1
11317  -1  -7 -10   1   1   1
11318   0  -7 -10   1   1   1
11319   1  -7 -10   1   1   1
11320   2  -7 -10   1   1   1
11321   3  -7 -10   1   1   1
11322   4  -7 -10   1   1   1
11323   5  -7 -10   1   1   1
11324   6  -7 -10   1   1   1
11325   7  -7 -10   1   1   1
11326   8  -7 -10   1   1   1
11327   9  -7 -10   1   1   1
11328  10  -7 -10   1   1   1
11329  11  -7 -10   1   1   1
11330  12  -7 -10   1   1   1
11331  13  -7 -10   1   1   1
11332  14  -7 -10   1   1   1
11333  15  -7 -10   1   1   1
11334  16  -7 -10   1   1   1
11335  17  -7 -10   1   1   1
11336  18  -7 -10   1   1   1
11337  19  -7 -10   1   1   1
11338 -20  -6 -10   1   1   1
11339 -19  -6 -10   1   1   1
11340 -18  -6 -10   1   1   1
11341 -17  -6 -10   1   1   1
11342 -16  -6 -10   1   1   1
11343 -15  -6 -10   1   1   1
11344 -14  -6 -10   1   1   1
11345 -13  -6 -10   1   1   1
11346 -12  -6 -10   1   1   1
11347 -11  -6 -10   1   1   1
11348 -10  -6 -10   1   1   1
11349  -9  -6 -10   1   1   1
11350  -8  -6 -10   1   1   1
11351  -7  -6 -10   1   1   1
11352  -6  -6 -10   1   1   1
11353  -5  -6 -10   1   1   1
11354  -4  -6 -10   1   1   1
11355  -3  -6 -10   1   1   1
11356  -2  -6 -10   1   1   1
11357  -1  -6 -10   1   1   1
11358   0  -6 -10   1   1   1
11359   1  -6 -10   1   1   1
11360   2  -6 -10   1   1   1
11361   3  -6 -10   1   1   1
11362   4  -6 -10   1   1   1
11363   5  -6 -10   1   1   1
11364   6  -6 -10   1   1   1
11365   7  -6 -10   1   1   1
11366   8  -6 -10   1   1   1
11367   9  -6 -10   1   1   1
11368  10  -6 -10   1   1   1
11369  11  -6 -10   1   1   1
11370  12  -6 -10   1   1   1
11371  13  -6 -10   1   1   1
11372  14  -6 -10   1   1   1
11373  15  -6 -10   1   1   1
11374  16  -6 -10   1   1   1
11375  17  -6 -10   1   1   1
11376  18  -6 -10   1   1   1
11377  19  -6 -10   1   1   1
11378  20  -6 -10   1   1   1
11379 -21  -5 -10   1   1   1
11380 -20  -5 -10   1   1   1
11381 -19  -5 -10   1   1   1
11382 -18  -5 -10   1   1   1
11383 -17  -5 -10   1   1   1
11384 -16  -5 -10   1   1   1
11385 -15  -5 -10   1   1   1
11386 -14  -5 -10   1   1   1
11387 -13  -5 -10   1   1   1
11388 -12  -5 -10   1   1   1
11389 -11  -5 -10   1   1   1
11390 -10  -5 -10   1   1   1
11391  -9  -5 -10   1   1   1
11392  -8  -5 -10   1   1   1
11393  -7  -5 -10   1   1   1
11394  -6  -5 -10   1   1   1
11395  -5  -5 -10   1   1   1
11396  -4  -5 -10   1   1   1
11397  -3  -5 -10   1   1   1
11398  -2  -5 -10   1   1   1
11399  -1  -5 -10   1   1   1
11400   0  -5 -10   1   1   1
11401   1  -5 -10   1   1   1
11402   2  -5 -10   1   1   1
11403   3  -5 -10   1   1   1
11404   4  -5 -10   1   1   1
11405   5  -5 -10   1   1   1
11406   6  -5 -10   1   1   1
11407   7  -5 -10   1   1   1
11408   8  -5 -10   1   1   1
11409   9  -5 -10   1   1   1
11410  10  -5 -10   1   1   1
11411  11  -5 -10   1   1   1
11412  12  -5 -10   1   1   1
11413  13  -5 -10   1   1   1
11414  14  -5 -10   1   1   1
11415  15  -5 -10   1   1   1
11416  16  -5 -10   1   1   1
11417  17  -5 -10   1   1   1
11418  18  -5 -10   1   1   1
11419  19  -5 -10   1   1   1
11420  20  -5 -10   1   1   1
11421  21  -5 -10   1   1   1
11422 -21  -4 -10   1   1   1
11423 -20  -4 -10   1   1   1
11424 -19  -4 -10   1   1   1
11425 -18  -4 -10   1   1   1
11426 -17  -4 -10   1   1   1
11427 -16  -4 -10   1   1   1
11428 -15  -4 -10   1   1   1
11429 -14  -4 -10   1   1   1
11430 -13  -4 -10   1   1   1
11431 -12  -4 -10   1   1   1
11432 -11  -4 -10   1   1   1
11433 -10  -4 -10   1   1   1
11434  -9  -4 -10   1   1   1
11435  -8  -4 -10   1   1   1
11436  -7  -4 -10   1   1   1
11437  -6  -4 -10   1   1   1
11438  -5  -4 -10   1   1   1
11439  -4  -4 -10   1   1   1
11440  -3  -4 -10   1   1   1
11441  -2  -4 -10   1   1   1
11442  -1  -4 -10   1   1   1
11443   0  -4 -10   1   1   1
11444   1  -4 -10   1   1   1
11445   2  -4 -10   1   1   1
11446   3  -4 -10   1   1   1
11447   4  -4 -10   1   1   1
11448   5  -4 -10   1   1   1
11449   6  -4 -10   1   1   1
11450   7  -4 -10   1   1   1
11451   8  -4 -10   1   1   1
11452   9  -4 -10   1   1   1
11453  10  -4 -10   1   1   1
11454  11  -4 -10   1   1   1
11455  12  -4 -10   1   1   1
11456  13  -4 -10   1   1   1
11457  14  -4 -10   1   1   1
11458  15  -4 -10   1   1   1
11459  16  -4 -10   1   1   1
11460  17  -4 -10   1   1   1
11461  18  -4 -10   1   1   1
11462  19  -4 -10   1   1   1
11463  20  -4 -10   1   1   1
11464  21  -4 -10   1   1   1
11465 -22  -3 -10   1   1   1
11466 -21  -3 -10   1   1   1
11467 -20  -3 -10   1   1   1
11468 -19  -3 -10   1   1   1
11469 -18  -3 -10   1   1   1
11470 -17  -3 -10   1   1   1
11471 -16  -3 -10   1   1   1
11472 -15  -3 -10   1   1   1
11473 -14  -3 -10   1   1   1
11474 -13  -3 -10   1   1   1
11475 -12  -3 -10   1   1   1
11476 -11  -3 -10   1   1   1
11477 -10  -3 -10   1   1   1
11478  -9  -3 -10   1   1   1
11479  -8  -3 -10   1   1   1
11480  -7  -3 -10   1   1   1
11481  -6  -3 -10   1   1   1
11482  -5  -3 -10   1   1   1
11483  -4  -3 -10   1   1   1
11484  -3  -3 -10   1   1   1
11485  -2  -3 -10   1   1   1
11486  -1  -3 -10   1   1   1
11487   0  -3 -10   1   1   1
11488   1  -3 -10   1   1   1
11489   2  -3 -10   1   1   1
11490   3  -3 -10   1   1   1
11491   4  -3 -10   1   1   1
11492   5  -3 -10   1   1   1
11493   6  -3 -10   1   1   1
11494   7  -3 -10   1   1   1
11495   8  -3 -10   1   1   1
11496   9  -3 -10   1   1   1
11497  10  -3 -10   1   1   1
11498  11  -3 -10   1   1   1
11499  12  -3 -10   1   1   1
11500  13  -3 -10   1   1   1
11501  14  -3 -10   1   1   1
11502  15  -3 -10   1   1   1
11503  16  -3 -10   1   1   1
11504  17  -3 -10   1   1   1
11505  18  -3 -10   1   1   1
11506  19  -3 -10   1   1   1
11507  20  -3 -10   1   1   1
11508  21  -3 -10   1   1   1
11509  22  -3 -10   1   1   1
11510 -22  -2 -10   1   1   1
11511 -21  -2 -10   1   1   1
11512 -20  -2 -10   1   1   1
11513 -19  -2 -10   1   1   1
11514 -18  -2 -10   1   1   1
11515 -17  -2 -10   1   1   1
11516 -16  -2 -10   1   1   1
11517 -15  -2 -10   1   1   1
11518 -14  -2 -10   1   1   1
11519 -13  -2 -10   1   1   1
11520 -12  -2 -10   1   1   1
11521 -11  -2 -10   1   1   1
11522 -10  -2 -10   1   1   1
11523  -9  -2 -10   1   1   1
11524  -8  -2 -10   1   1   1
11525  -7  -2 -10   1   1   1
11526  -6  -2 -10   1   1   1
11527  -5  -2 -10   1   1   1
11528  -4  -2 -10   1   1   1
11529  -3  -2 -10   1   1   1
11530  -2  -2 -10   1   1   1
11531  -1  -2 -10   1   1   1
11532   0  -2 -10   1   1   1
11533   1  -2 -10   1   1   1
11534   2  -2 -10   1   1   1
11535   3  -2 -10   1   1   1
11536   4  -2 -10   1   1   1
11537   5  -2 -10   1   1   1
11538   6  -2 -10   1   1   1
11539   7  -2 -10   1   1   1
11540   8  -2 -10   1   1   1
11541   9  -2 -10   1   1   1
11542  10  -2 -10   1   1   1
11543  11  -2 -10   1   1   1
11544  12  -2 -10   1   1   1
11545  13  -2 -10   1   1   1
11546  14  -2 -10   1   1   1
11547  15  -2 -10   1   1   1
11548  16  -2 -10   1   1   1
11549  17  -2 -10   1   1   1
11550  18  -2 -10   1   1   1
11551  19  -2 -10   1   1   1
11552  20  -2 -10   1   1   1
11553  21  -2 -10   1   1   1
11554  22  -2 -10   1   1   1
11555 -23  -1 -10   1   1   1
11556 -22  -1 -10   1   1   1
11557 -21  -1 -10   1   1   1
11558 -20  -1 -10   1   1   1
11559 -19  -1 -10   1   1   1
11560 -18  -1 -10   1   1   1
11561 -17  -1 -10   1   1   1
11562 -16  -1 -10   1   1   1
11563 -15  -1 -10   1   1   1
11564 -14  -1 -10   1   1   1
11565 -13  -1 -10   1   1   1
11566 -12  -1 -10   1   1   1
11567 -11  -1 -10   1   1   1
11568 -10  -1 -10   1   1   1
11569  -9  -1 -10   1   1   1
11570  -8  -1 -10   1   1   1
11571  -7  -1 -10   1   1   1
11572  -6  -1 -10   1   1   1
11573  -5  -1 -10   1   1   1
11574  -4  -1 -10   1   1   1
11575  -3  -1 -10   1   1   1
11576  -2  -1 -10   1   1   1
11577  -1  -1 -10   1   1   1
11578   0  -1 -10   1   1   1
11579   1  -1 -10   1   1   1
11580   2  -1 -10   1   1   1
11581   3  -1 -10   1   1   1
11582   4  -1 -10   1   1   1
11583   5  -1 -10   1   1   1
11584   6  -1 -10   1   1   1
11585   7  -1 -10   1   1   1
11586   8  -1 -10   1   1   1
11587   9  -1 -10   1   1   1
11588  10  -1 -10   1   1   1
11589  11  -1 -10   1   1   1
11590  12  -1 -10   1   1   1
11591  13  -1 -10   1   1   1
11592  14  -1 -10   1   1   1
11593  15  -1 -10   1   1   1
11594  16  -1 -10   1   1   1
11595  17  -1 -10   1   1   1
11596  18  -1 -10   1   1   1
11597  19  -1 -10   1   1   1
11598  20  -1 -10   1   1   1
11599  21  -1 -10   1   1   1
11600  22  -1 -10   1   1   1
11601  23  -1 -10   1   1   1
11602 -23   0 -10   1   1   1
11603 -22   0 -10   1   1   1
11604 -21   0 -10   1   1   1
11605 -20   0 -10   1   1   1
11606 -19   0 -10   1   1   1
11607 -18   0 -10   1   1   1
11608 -17   0 -10   1   1   1
11609 -16   0 -10   1   1   1
11610 -15   0 -10   1   1   1
11611 -14   0 -10   1   1   1
11612 -13   0 -10   1   1   1
11613 -12   0 -10   1   1   1
11614 -11   0 -10   1   1   1
11615 -10   0 -10   1   1   1
11616  -9   0 -10   1   1   1
11617  -8   0 -10   1   1   1
11618  -7   0 -10   1   1   1
11619  -6   0 -10   1   1   1
11620  -5   0 -10   1   1   1
11621  -4   0 -10   1   1   1
11622  -3   0 -10   1   1   1
11623  -2   0 -10   1   1   1
11624  -1   0 -10   1   1   1
11625   0   0 -10   1   1   1
11626   1   0 -10   1   1   1
11627   2   0 -10   1   1   1
11628   3   0 -10   1   1   1
11629   4   0 -10   1   1   1
11630   5   0 -10   1   1   1
11631   6   0 -10   1   1   1
11632   7   0 -10   1   1   1
11633   8   0 -10   1   1   1
11634   9   0 -10   1   1   1
11635  10   0 -10   1   1   1
11636  11   0 -10   1   1   1
11637  12   0 -10   1   1   1
11638  13   0 -10   1   1   1
11639  14   0 -10   1   1   1
11640  15   0 -10   1   1   1
11641  16   0 -10   1   1   1
11642  17   0 -10   1   1   1
11643  18   0 -10   1   1   1
11644  19   0 -10   1   1   1
11645  20   0 -10   1   1   1
11646  21   0 -10   1   1   1
11647  22   0 -10   1   1   1
11648  23   0 -10   1   1   1
11649 -10 -23  -9   1   1   1
11650  -9 -23  -9   1   1   1
11651  -8 -23  -9   1   1   1
11652  -7 -23  -9   1   1   1
11653  -6 -23  -9   1   1   1
11654  -5 -23  -9   1   1   1
11655  -4 -23  -9   1   1   1
11656  -3 -23  -9   1   1   1
11657  -2 -23  -9   1   1   1
11658  -1 -23  -9   1   1   1
11659   0 -23  -9   1   1   1
11660   1 -23  -9   1   1   1
11661   2 -23  -9   1   1   1
11662   3 -23  -9   1   1   1
11663   4 -23  -9   1   1   1
11664   5 -23  -9   1   1   1
11665   6 -23  -9   1   1   1
11666   7 -23  -9   1   1   1
11667   8 -23  -9   1   1   1
11668   9 -23  -9   1   1   1
11669  10 -23  -9   1   1   1
11670 -11 -22  -9   1   1   1
11671 -10 -22  -9   1   1   1
11672  -9 -22  -9   1   1   1
11673  -8 -22  -9   1   1   1
11674  -7 -22  -9   1   1   1
11675  -6 -22  -9   1   1   1
11676  -5 -22  -9   1   1   1
11677  -4 -22  -9   1   1   1
11678  -3 -22  -9   1   1   1
11679  -2 -22  -9   1   1   1
11680  -1 -22  -9   1   1   1
11681   0 -22  -9   1   1   1
11682   1 -22  -9   1   1   1
11683   2 -22  -9   1   1   1
11684   3 -22  -9   1   1   1
11685   4 -22  -9   1   1   1
11686   5 -22  -9   1   1   1
11687   6 -22  -9   1   1   1
11688   7 -22  -9   1   1   1
11689   8 -22  -9   1   1   1
11690   9 -22  -9   1   1   1
11691  10 -22  -9   1   1   1
11692  11 -22  -9   1   1   1
11693 -11 -21  -9   1   1   1
11694 -10 -21  -9   1   1   1
11695  -9 -21  -9   1   1   1
11696  -8 -21  -9   1   1   1
11697  -7 -21  -9   1   1   1
11698  -6 -21  -9   1   1   1
11699  -5 -21  -9   1   1   1
11700  -4 -21  -9   1   1   1
11701  -3 -21  -9   1   1   1
11702  -2 -21  -9   1   1   1
11703  -1 -21  -9   1   1   1
11704   0 -21  -9   1   1   1
11705   1 -21  -9   1   1   1
11706   2 -21  -9   1   1   1
11707   3 -21  -9   1   1   1
11708   4 -21  -9   1   1   1
11709   5 -21  -9   1   1   1
11710   6 -21  -9   1   1   1
11711   7 -21  -9   1   1   1
11712   8 -21  -9   1   1   1
11713   9 -21  -9   1   1   1
11714  10 -21  -9   1   1   1
11715  11 -21  -9   1   1   1
11716 -12 -20  -9   1   1   1
11717 -11 -20  -9   1   1   1
11718 -10 -20  -9   1   1   1
11719  -9 -20  -9   1   1   1
11720  -8 -20  -9   1   1   1
11721  -7 -20  -9   1   1   1
11722  -6 -20  -9   1   1   1
11723  -5 -20  -9   1   1   1
11724  -4 -20  -9   1   1   1
11725  -3 -20  -9   1   1   1
11726  -2 -20  -9   1   1   1
11727  -1 -20  -9   1   1   1
11728   0 -20  -9   1   1   1
11729   1 -20  -9   1   1   1
11730   2 -20  -9   1   1   1
11731   3 -20  -9   1   1   1
11732   4 -20  -9   1   1   1
11733   5 -20  -9   1   1   1
11734   6 -20  -9   1   1   1
11735   7 -20  -9   1   1   1
11736   8 -20  -9   1   1   1
11737   9 -20  -9   1   1   1
11738  10 -20  -9   1   1   1
11739  11 -20  -9   1   1   1
11740  12 -20  -9   1   1   1
11741 -13 -19  -9   1   1   1
