>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     65117 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
 506  -4 -10 -21   2   2   2
 507  -3 -10 -21   2   2   2
 508  -2 -10 -21   2   2   2
 509  -1 -10 -21   2   2   2
 510   0 -10 -21   2   2   2
 511   1 -10 -21   2   2   2
 512   2 -10 -21   2   2   2
 513   3 -10 -21   2   2   2
 514   4 -10 -21   2   2   2
 515   5 -10 -21   2   2   2
 516   6 -10 -21   2   2   2
 517   7 -10 -21   2   2   2
 518   8 -10 -21   2   2   2
 519   9 -10 -21   2   2   2
 520 -10  -9 -21   2   2   2
 521  -9  -9 -21   2   2   2
 522  -8  -9 -21   2   2   2
 523  -7  -9 -21   2   2   2
 524  -6  -9 -21   2   2   2
 525  -5  -9 -21   2   2   2
 526  -4  -9 -21   2   2   2
 527  -3  -9 -21   2   2   2
 528  -2  -9 -21   2   2   2
 529  -1  -9 -21   2   2   2
 530   0  -9 -21   2   2   2
 531   1  -9 -21   2   2   2
 532   2  -9 -21   2   2   2
 533   3  -9 -21   2   2   2
 534   4  -9 -21   2   2   2
 535   5  -9 -21   2   2   2
 536   6  -9 -21   2   2   2
 537   7  -9 -21   2   2   2
 538   8  -9 -21   2   2   2
 539   9  -9 -21   2   2   2
 540  10  -9 -21   2   2   2
 541 -10  -8 -21   2   2   2
 542  -9  -8 -21   2   2   2
 543  -8  -8 -21   2   2   2
 544  -7  -8 -21   2   2   2
 545  -6  -8 -21   2   2   2
 546  -5  -8 -21   2   2   2
 547  -4  -8 -21   2   2   2
 548  -3  -8 -21   2   2   2
 549  -2  -8 -21   2   2   2
 550  -1  -8 -21   2   2   2
 551   0  -8 -21   2   2   2
 552   1  -8 -21   2   2   2
 553   2  -8 -21   2   2   2
 554   3  -8 -21   2   2   2
 555   4  -8 -21   2   2   2
 556   5  -8 -21   2   2   2
 557   6  -8 -21   2   2   2
 558   7  -8 -21   2   2   2
 559   8  -8 -21   2   2   2
 560   9  -8 -21   2   2   2
 561  10  -8 -21   2   2   2
 562 -11  -7 -21   2   2   2
 563 -10  -7 -21   2   2   2
 564  -9  -7 -21   2   2   2
 565  -8  -7 -21   2   2   2
 566  -7  -7 -21   2   2   2
 567  -6  -7 -21   2   2   2
 568  -5  -7 -21   2   2   2
 569  -4  -7 -21   2   2   2
 570  -3  -7 -21   2   2   2
 571  -2  -7 -21   2   2   2
 572  -1  -7 -21   2   2   2
 573   0  -7 -21   2   2   2
 574   1  -7 -21   2   2   2
 575   2  -7 -21   2   2   2
 576   3  -7 -21   2   2   2
 577   4  -7 -21   2   2   2
 578   5  -7 -21   2   2   2
 579   6  -7 -21   2   2   2
 580   7  -7 -21   2   2   2
 581   8  -7 -21   2   2   2
 582   9  -7 -21   2   2   2
 583  10  -7 -21   2   2   2
 584  11  -7 -21   2   2   2
 585 -12  -6 -21   2   2   2
 586 -11  -6 -21   2   2   2
 587 -10  -6 -21   2   2   2
 588  -9  -6 -21   2   2   2
 589  -8  -6 -21   2   2   2
 590  -7  -6 -21   2   2   2
 591  -6  -6 -21   2   2   2
 592  -5  -6 -21   2   2   2
 593  -4  -6 -21   2   2   2
 594  -3  -6 -21   2   2   2
 595  -2  -6 -21   2   2   2
 596  -1  -6 -21   2   2   2
 597   0  -6 -21   2   2   2
 598   1  -6 -21   2   2   2
 599   2  -6 -21   2   2   2
 600   3  -6 -21   2   2   2
 601   4  -6 -21   2   2   2
 602   5  -6 -21   2   2   2
 603   6  -6 -21   2   2   2
 604   7  -6 -21   2   2   2
 605   8  -6 -21   2   2   2
 606   9  -6 -21   2   2   2
 607  10  -6 -21   2   2   2
 608  11  -6 -21   2   2   2
 609  12  -6 -21   2   2   2
 610 -12  -5 -21   2   2   2
 611 -11  -5 -21   2   2   2
 612 -10  -5 -21   2   2   2
 613  -9  -5 -21   2   2   2
 614  -8  -5 -21   2   2   2
 615  -7  -5 -21   2   2   2
 616  -6  -5 -21   2   2   2
 617  -5  -5 -21   2   2   2
 618  -4  -5 -21   2   2   2
 619  -3  -5 -21   2   2   2
 620  -2  -5 -21   2   2   2
 621  -1  -5 -21   2   2   2
 622   0  -5 -21   2   2   2
 623   1  -5 -21   2   2   2
 624   2  -5 -21   2   2   2
 625   3  -5 -21   2   2   2
 626   4  -5 -21   2   2   2
 627   5  -5 -21   2   2   2
 628   6  -5 -21   2   2   2
 629   7  -5 -21   2   2   2
 630   8  -5 -21   2   2   2
 631   9  -5 -21   2   2   2
 632  10  -5 -21   2   2   2
 633  11  -5 -21   2   2   2
 634  12  -5 -21   2   2   2
 635 -12  -4 -21   2   2   2
 636 -11  -4 -21   2   2   2
 637 -10  -4 -21   2   2   2
 638  -9  -4 -21   2   2   2
 639  -8  -4 -21   2   2   2
 640  -7  -4 -21   2   2   2
 641  -6  -4 -21   2   2   2
 642  -5  -4 -21   2   2   2
 643  -4  -4 -21   2   2   2
 644  -3  -4 -21   2   2   2
 645  -2  -4 -21   2   2   2
 646  -1  -4 -21   2   2   2
 647   0  -4 -21   2   2   2
 648   1  -4 -21   2   2   2
 649   2  -4 -21   2   2   2
 650   3  -4 -21   2   2   2
 651   4  -4 -21   2   2   2
 652   5  -4 -21   2   2   2
 653   6  -4 -21   2   2   2
 654   7  -4 -21   2   2   2
 655   8  -4 -21   2   2   2
 656   9  -4 -21   2   2   2
 657  10  -4 -21   2   2   2
 658  11  -4 -21   2   2   2
 659  12  -4 -21   2   2   2
 660 -13  -3 -21   2   2   2
 661 -12  -3 -21   2   2   2
 662 -11  -3 -21   2   2   2
 663 -10  -3 -21   2   2   2
 664  -9  -3 -21   2   2   2
 665  -8  -3 -21   2   2   2
 666  -7  -3 -21   2   2   2
 667  -6  -3 -21   2   2   2
 668  -5  -3 -21   2   2   2
 669  -4  -3 -21   2   2   2
 670  -3  -3 -21   2   2   2
 671  -2  -3 -21   2   2   2
 672  -1  -3 -21   2   2   2
 673   0  -3 -21   2   2   2
 674   1  -3 -21   2   2   2
 675   2  -3 -21   2   2   2
 676   3  -3 -21   2   2   2
 677   4  -3 -21   2   2   2
 678   5  -3 -21   2   2   2
 679   6  -3 -21   2   2   2
 680   7  -3 -21   2   2   2
 681   8  -3 -21   2   2   2
 682   9  -3 -21   2   2   2
 683  10  -3 -21   2   2   2
 684  11  -3 -21   2   2   2
 685  12  -3 -21   2   2   2
 686  13  -3 -21   2   2   2
 687 -13  -2 -21   2   2   2
 688 -12  -2 -21   2   2   2
 689 -11  -2 -21   2   2   2
 690 -10  -2 -21   2   2   2
 691  -9  -2 -21   2   2   2
 692  -8  -2 -21   2   2   2
 693  -7  -2 -21   2   2   2
 694  -6  -2 -21   2   2   2
 695  -5  -2 -21   2   2   2
 696  -4  -2 -21   2   2   2
 697  -3  -2 -21   2   2   2
 698  -2  -2 -21   2   2   2
 699  -1  -2 -21   2   2   2
 700   0  -2 -21   2   2   2
 701   1  -2 -21   2   2   2
 702   2  -2 -21   2   2   2
 703   3  -2 -21   2   2   2
 704   4  -2 -21   2   2   2
 705   5  -2 -21   2   2   2
 706   6  -2 -21   2   2   2
 707   7  -2 -21   2   2   2
 708   8  -2 -21   2   2   2
 709   9  -2 -21   2   2   2
 710  10  -2 -21   2   2   2
